Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2720,905200280,0.23178037960451875,RL,0.1837442745988582,0.838046889408603,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,Gd,Gd,CBlock,TA,TA,No,ALQ,-0.4050645522183664,BLQ,2.712591618431989,554.0,0.05984733796461343,GasA,Ex,Y,SBrkr,0.40868663912407127,668,-0.11764705882352938,0.9243784317175678,1.0,-0.2520334722678233,2,0,4,-0.16559760788883857,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Normal,172500
2721,905200290,-1.1612617398535,RL,0.8843449336666092,0.7564333341499079,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,1.0408277924255933,TA,TA,CBlock,TA,TA,No,Rec,0.028660294456064436,BLQ,2.7127993406088495,284.0,0.23985913024001354,GasA,Ex,Y,SBrkr,1.5185377798048372,0,-0.11764705882352938,0.7314703013283891,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,2.0,484.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,GdPrv,,-0.19087792627196232,1,2006,WD ,Normal,155000
2722,905200340,-1.1612617398535,RL,1.4535538467171956,1.4159745668801635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,Mn,ALQ,0.32066473976063103,Rec,2.71291483896424,372.0,1.531680619349975,GasA,TA,Y,SBrkr,1.478188892373305,0,-0.11764705882352938,0.6903310320006575,1.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2.0,454.0,TA,TA,Y,-0.9506828398842129,1.7695769900122549,-0.4309900586356161,-0.11309063567309342,3.231966951064174,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Abnorml,170000
2723,905200380,-0.5158490128824644,RL,0.1837442745988582,1.368370070721737,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,1.0337744355478473,TA,TA,BrkTil,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,872.0,-0.3480050879178451,GasA,Fa,N,FuseF,-0.7163234263427615,0,-0.11764705882352938,-1.5105023430408118,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,-0.9506828398842129,-1.0821534772425476,2.322364066871304,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,105000
2724,905200490,0.8560961095182205,RL,0.1837442745988582,0.2505994034881395,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,Gd,CBlock,TA,Gd,Av,GLQ,0.7474432905264299,Unf,-0.3689137607610984,0.0,-0.8860704437069207,GasA,Ex,Y,SBrkr,-0.4149070811612119,0,-0.11764705882352938,-1.2123897357970037,1.0,3.967726942690405,0,0,0,-0.16559760788883857,TA,3,Typ,0,,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,0.8333806663494762,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,145000
2725,905201090,-1.1612617398535,RL,0.1837442745988582,0.9169720573078991,Pave,,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,Rec,1.0214847552059432,Unf,-0.3689137607610984,200.0,0.35665855665357793,GasA,Gd,Y,SBrkr,0.8309424023442579,0,-0.11764705882352938,0.03379278491483895,1.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2.0,576.0,TA,TA,Y,1.222135441220136,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,11,2006,WD ,Normal,168000
2726,905202190,-1.1612617398535,RL,0.5634043727918626,1.6935835562248127,Pave,,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,1.1714200690923817,TA,TA,CBlock,Gd,TA,Av,Rec,0.8891365572305786,ALQ,2.712856509449074,229.0,1.7294540949254043,GasA,TA,Y,SBrkr,1.5632550445707356,0,-0.11764705882352938,0.7770927173150852,1.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,6,Typ,2,Gd,Attchd,1967.0,Unf,2.0,521.0,TA,TA,Y,-0.9506828398842129,1.1296458105108576,2.3244654236942925,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,278000
2727,905202210,-1.1612617398535,RL,0.8422500430310231,0.7445431470107802,Pave,,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,,-0.8005598681826974,TA,TA,CBlock,Gd,TA,Av,Rec,-0.17740321014060775,ALQ,2.7128637735296586,46.0,-0.056084588378623124,GasA,Ex,Y,SBrkr,-0.28745134884384815,0,-0.11764705882352938,-1.085939383476605,1.0,-0.2520334722678233,1,0,1,-0.16559760788883857,TA,4,Typ,2,TA,Attchd,1993.0,Unf,2.0,575.0,TA,TA,Y,1.1481394670035032,-1.0821534772425476,2.323855901665447,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,164000
2728,905225080,0.23178037960451875,RL,0.5851886941874597,1.118084001614244,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,-0.8005598681826974,Gd,TA,CBlock,TA,TA,No,BLQ,0.7032580764758337,Unf,-0.3689137607610984,701.0,0.6032758206241251,GasW,TA,Y,SBrkr,0.5337350316341319,983,-0.11764705882352938,1.460092132662711,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2.0,667.0,TA,TA,Y,-0.9506828398842129,0.3286282056094148,2.322238604140959,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Normal,225000
2729,905300010,0.932332671019325,RL,0.1837442745988582,0.3605565294180045,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2135963342304796,TA,TA,PConc,Gd,TA,Av,GLQ,0.6313912727537419,Rec,2.711095453411146,88.0,-0.5595622705545714,GasA,Ex,Y,SBrkr,-0.9487265585416915,0,-0.11764705882352938,-1.739475942901101,1.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,4,Typ,0,,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,6,2006,WD ,Normal,130000
2730,905300080,-1.1612617398535,RL,1.374391703385273,0.7917523686699348,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,0.8496272317320747,Unf,-0.3689137607610984,102.0,-0.36658587656222497,GasA,TA,Y,SBrkr,-0.6380428648333168,0,-0.11764705882352938,-1.433204440360383,1.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,1.1519594223676117,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,6,2006,WD ,Normal,142500
2731,905351045,1.6012978874119659,RL,0.5634043727918626,-2.970802128605848,Pave,,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.4605309362823241,Unf,-0.3689137607610984,33.0,-1.4562403760630585,GasA,TA,Y,SBrkr,-0.6876180550006368,680,8.499999999999998,0.5508214388101104,1.0,-0.2520334722678233,2,1,2,-0.16559760788883857,Gd,7,Typ,0,,Basment,1980.0,Fin,1.0,450.0,Gd,TA,Y,1.0755569446446298,0.575843993734327,-0.4309900586356161,-0.11309063567309342,3.231950226929581,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,148400
2732,905351150,1.3480369764281728,RL,0.5634043727918626,-1.0295887446295728,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,PConc,Gd,TA,Gd,GLQ,1.084061276707696,Unf,-0.3689137607610984,371.0,0.9123166727557244,GasA,Gd,Y,SBrkr,0.864716783268232,0,-0.11764705882352938,0.06789554063277489,1.0,-0.2520334722678233,1,1,2,-0.16559760788883857,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,2.0,445.0,TA,TA,Y,-0.9506828398842129,0.9540262759211592,-0.4309900586356161,-0.11309063567309342,3.2319448191110385,-0.06675802219656336,,,,-0.19087792627196232,12,2006,WD ,Abnorml,190000
2733,905402110,-1.1612617398535,RL,0.3198284369140738,0.07304134008017867,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,Gd,CBlock,TA,TA,No,Rec,0.880245303452129,Unf,-0.3689137607610984,168.0,-0.13042174488887562,GasA,Ex,Y,SBrkr,0.6400248849708993,0,-0.11764705882352938,-0.15866011162853555,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,1,Gd,Attchd,1954.0,RFn,2.0,504.0,TA,TA,Y,1.1468546410063172,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2006,WD ,Normal,146000
2734,905403050,0.23178037960451875,RL,-0.2884379773489859,-0.641252434898772,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,LwQ,0.17659444034696783,Unf,-0.3689137607610984,569.0,-0.5191631484873134,GasA,Ex,N,FuseA,-0.9919237493914896,351,-0.11764705882352938,-0.6535845575517173,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,6,Mod,2,TA,BuiltIn,1942.0,Unf,1.0,215.0,TA,TA,Y,1.1796496134521959,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2006,WD ,Family,128000
2735,905426100,-1.1612617398535,RL,0.45360162501206924,-0.2881216120161747,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,Gd,CBlock,TA,Gd,No,GLQ,0.7032580764758337,Unf,-0.3689137607610984,293.0,-0.2925110544609954,GasA,Ex,Y,SBrkr,0.0425494229738823,896,-0.11764705882352938,1.061765356801683,1.0,-0.2520334722678233,3,0,3,-0.16559760788883857,Ex,8,Typ,0,,Attchd,1948.0,Unf,1.0,230.0,TA,TA,Y,0.884653606293055,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2006,WD ,Normal,225000
2736,905426150,0.8560961095182205,RL,-0.14357213275236988,1.6207689460204509,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,,-0.8005598681826974,Gd,Gd,CBlock,Gd,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,697.0,-0.7649168380333722,GasA,TA,Y,SBrkr,1.1099621070227195,626,-0.11764705882352938,1.34282319241449,0.0,-0.2520334722678233,2,0,4,-0.16559760788883857,Gd,8,Typ,1,Gd,Attchd,1966.0,Unf,2.0,432.0,Gd,Gd,Y,1.4139068864500508,1.4833338160992373,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,14.979473134413485,Gd,GdPrv,,-0.19087792627196232,8,2006,WD ,Alloca,274970
2737,905427010,0.6847658213614329,RL,1.9151871286689517,1.6494890582532489,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,,-0.8005598681826974,TA,TA,PConc,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,672.0,-0.8264597230453765,GasA,Ex,Y,SBrkr,0.610380400461514,672,-0.11764705882352938,1.0632912036027984,0.0,-0.2520334722678233,2,0,4,-0.16559760788883857,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,-0.9506828398842129,0.6478561800797358,-0.4309900586356161,-0.11309063567309342,3.2319432199794367,-0.06675802219656336,,,,-0.19087792627196232,12,2006,WD ,Normal,235000
2738,905427030,0.7738778518045049,RL,-0.3866826538075703,1.6329598172853856,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,,-0.8005598681826974,TA,TA,BrkTil,TA,TA,No,Rec,0.4985426048597092,Unf,-0.3689137607610984,1411.0,1.673500285259672,GasA,Gd,Y,SBrkr,1.5730972003287513,1836,-0.11764705882352938,2.903126033419114,0.0,-0.2520334722678233,3,1,5,-0.16559760788883857,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,1.4577048066224791,0.9540262759211592,2.299116829489125,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,12,2006,WD ,Normal,415000
2739,905427140,0.8560961095182205,RL,0.45360162501206924,0.5159768132776746,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,5,1962,1962,Gable,CompShg,Plywood,Plywood,Stone,1.1205644594125808,TA,TA,CBlock,TA,TA,Gd,ALQ,0.7122939711653574,Rec,2.7129264895726815,0.0,1.5570399221209166,GasA,Ex,Y,SBrkr,1.0809159729427102,0,-0.11764705882352938,0.28660302372429697,0.0,3.967726942690405,2,0,3,-0.16559760788883857,TA,6,Min2,1,Fa,Attchd,1962.0,Fin,2.0,528.0,TA,TA,Y,1.3398293213593775,1.5179349168761909,2.3237105245890195,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,MnPrv,,-0.19087792627196232,5,2006,WD ,Normal,182000
2740,905451050,-1.1612617398535,RL,0.5415620024667336,0.5797011632411957,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.2877005005845659,TA,TA,Slab,,,,,-1.3556223614686533,,-0.3689137607610984,0.0,-3.015058239039163,GasA,Gd,Y,SBrkr,0.9372435338314034,0,-0.11764705882352938,0.14118530027361104,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,7,Typ,1,Ex,Attchd,2002.0,RFn,2.0,569.0,TA,TA,Y,-0.9506828398842129,1.3732958577806025,2.3031061877595604,-0.11309063567309342,3.2319690943899153,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,135000
2741,905451410,-1.1612617398535,RL,0.09167031454663827,0.3035472161719976,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,Stone,1.2265206114460083,TA,TA,CBlock,TA,TA,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1057.0,0.07091971823790659,GasA,Gd,Y,SBrkr,-0.11486959811404203,0,-0.11764705882352938,-0.9143454512442664,0.0,3.967726942690405,1,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2006,WD ,Normal,137000
2742,905452140,0.23178037960451875,RL,0.3198284369140738,0.10461630594649143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,CBlock,TA,Fa,No,Rec,0.5232497383725635,Unf,-0.3689137607610984,550.0,-0.06955519138968708,GasA,Gd,Y,SBrkr,0.31884537024872317,639,-0.11764705882352938,0.8187305390658972,0.0,-0.2520334722678233,2,0,4,-0.16559760788883857,TA,7,Typ,0,,Attchd,1954.0,Unf,1.0,325.0,TA,TA,Y,1.0654752626605744,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2006,WD ,Normal,136900
2743,905452150,0.23178037960451875,RL,0.3198284369140738,0.10461630594649143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,LwQ,0.5533190466686132,Unf,-0.3689137607610984,532.0,-0.056084588378623124,GasA,TA,Y,SBrkr,-0.08270158489509984,541,-0.11764705882352938,0.3817233136996627,0.0,-0.2520334722678233,1,1,5,-0.16559760788883857,TA,7,Typ,0,,Attchd,1953.0,Unf,1.0,305.0,Fa,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,WD ,Normal,149900
2744,905475150,-1.1612617398535,RL,-0.5367100787856867,-0.6612012343818084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,PConc,Ex,Gd,Mn,LwQ,0.13264199946976762,ALQ,2.7127139289039963,219.0,-0.10106436848358952,GasA,Fa,Y,FuseA,0.14118092315088585,0,-0.11764705882352938,-0.6589637932521575,0.0,3.967726942690405,1,0,2,-0.16559760788883857,TA,6,Typ,0,,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,9,2006,WD ,Normal,123500
2745,905477010,-1.1612617398535,RL,0.4092593890652994,-0.15884294462954188,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,-0.8005598681826974,TA,TA,Slab,,,,,-1.3556223614686533,,-0.3689137607610984,0.0,-3.015058239039163,GasA,Gd,Y,SBrkr,0.07579805323079483,0,-0.11764705882352938,-0.7242667397998935,0.0,-0.2520334722678233,1,0,3,-0.16559760788883857,TA,5,Min2,1,Gd,,0.0,,0.0,0.0,,,N,-0.9506828398842129,0.575843993734327,2.3249690019694875,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,93000
2746,905480160,0.23178037960451875,RL,-0.9004912020354365,-0.34225931968397333,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,,-0.8005598681826974,TA,TA,CBlock,Fa,Fa,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,810.0,-0.49313476476329265,GasA,Fa,Y,FuseA,-0.28122111611947515,454,-0.11764705882352938,0.07424735783655449,1.0,3.967726942690405,1,0,4,-0.16559760788883857,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,P,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2006,WD ,Normal,91500
2747,906202040,-1.1612617398535,RL,-0.04857801317940553,0.4305886734912958,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,1.0943900743999295,Gd,TA,CBlock,Gd,TA,No,GLQ,1.1907285136824928,Unf,-0.3689137607610984,40.0,0.5906554187539311,GasA,TA,Y,SBrkr,0.5195787515565472,0,-0.11764705882352938,-0.2797955187049797,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,5,Typ,1,TA,Attchd,1985.0,Unf,2.0,403.0,TA,TA,Y,1.03485007381356,0.42566357700751567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2006,WD ,Normal,180000
2748,906204180,0.4810564716684044,RL,0.8843449336666092,0.5932922462508421,Pave,,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2877005005845659,Gd,TA,CBlock,Gd,TA,No,ALQ,0.6467410417033591,Unf,-0.3689137607610984,319.0,-0.35729023977779345,GasA,Ex,Y,SBrkr,0.5548404929707568,1246,-0.11764705882352938,1.803514870568374,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Ex,9,Typ,1,TA,Attchd,1989.0,RFn,2.0,506.0,TA,TA,Y,-0.9506828398842129,1.5019433606698942,-0.4309900586356161,-0.11309063567309342,3.2319376655533043,-0.06675802219656336,,MnPrv,,-0.19087792627196232,11,2006,WD ,Abnorml,209000
2749,906223180,0.4810564716684044,RL,0.5415620024667336,0.11067081120093279,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1746189959323086,Gd,TA,PConc,Gd,TA,No,GLQ,0.43643220311879305,Unf,-0.3689137607610984,397.0,-0.5714851433313325,GasA,Ex,Y,SBrkr,-0.09143972712524363,846,-0.11764705882352938,0.9099687244708069,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2.0,471.0,TA,TA,Y,1.0654752626605744,0.9600025977786583,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,9,2006,WD ,Normal,215000
2750,906225180,1.003334441155785,RL,0.22937064383143002,0.007240475378583371,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,,-0.8005598681826974,Gd,Gd,PConc,Gd,TA,Av,LwQ,0.23923334396312818,GLQ,2.712914516836914,0.0,0.6870523292183864,GasA,Gd,Y,SBrkr,0.8373053726473912,0,-0.11764705882352938,0.04021631235813702,2.0,-0.2520334722678233,2,0,2,3.891437000695665,Gd,8,Typ,0,,Attchd,1993.0,Unf,4.0,920.0,TA,TA,Y,1.2059062962243212,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2006,WD ,Normal,224500
2751,906380110,0.4810564716684044,RL,2.605345306370015,0.39454532235735157,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1308.0,0.6116815175723066,GasA,Ex,Y,SBrkr,0.5431342413562337,568,-0.11764705882352938,0.8532684550405727,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,0,,BuiltIn,2005.0,RFn,3.0,848.0,TA,TA,Y,-0.9506828398842129,0.6250070223841406,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2006,New,Partial,229800
2752,906380150,-1.1612617398535,RL,-0.19153716814302726,-0.36712272920793115,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,Av,GLQ,0.45493330467923304,Unf,-0.3689137607610984,815.0,0.3995853916165508,GasA,Ex,Y,SBrkr,0.2984977567007656,0,-0.11764705882352938,-0.501582674430651,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,0.8908809576153742,0.8002488193149344,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2006,WD ,Abnorml,183600
